1700	99.5	0.0061	613.4	4.83
1800	99.2	0.0075	327.9	7.4
1900	97.5	0.0093	178.5	9.74
2000	95.3	0.0106	33.6	7.84
2100	92.5	0.0116	-0.5	4.25
2200	90.6	0.0125	-0.4	5.37
2300	88	0.0141	-0.2	5.08
0	86.5	0.0148	-0.2	5.2
100	85.9	0.0154	-0.1	3.99
200	84.7	0.0158	0	2.48
300	83.5	0.0158	0	2.29
400	82.8	0.0162	0	0.44
500	83.3	0.0164	0.1	0.08
600	82.7	0.0167	0.1	0.8
700	80.7	0.0173	0.4	1
800	79.7	0.0176	38	2.29
900	80.7	0.0178	171.4	4.84
1000	83.6	0.0176	384	4.39
1100	87.3	0.0161	586.5	4.19
1200	90.4	0.0155	599.7	2.31
1300	92.6	0.0144	800.8	1.95
1400	95.2	0.0118	839.9	4.5
1500	96.2	0.0108	783.2	6.25
1600	97.5	0.01	750.5	7.13
1700	96	0.0105	257.6	9
1800	96.1	0.0099	317.1	8.13
1900	96.8	0.0089	219.5	9.84
2000	94.5	0.0105	30.9	7.19
2100	92	0.0115	-0.6	5.71
2200	89.8	0.0118	-0.5	5.48
2300	87.9	0.0116	-0.4	5.08
0	86.2	0.0112	-0.2	5.4
100	84.9	0.0117	-0.1	3.53
200	82.9	0.0124	0	2.5
300	82.5	0.012	0.1	0
400	82	0.0122	0.3	2.24
500	81.4	0.0127	0.3	0.55
600	79.6	0.0131	0.3	1.05
700	76.9	0.0128	0.6	2.21
800	76.6	0.0126	38.2	2.38
900	77.8	0.0126	199	4.09
1000	82	0.0123	418.7	3.38
1100	86.4	0.0132	625.6	3.87
1200	89.6	0.0111	794.9	4.86
1300	92.1	0.0096	892.6	6.31
1400	94	0.0091	942.3	8.45
1500	95.3	0.0077	897.4	10.96
1600	96.6	0.0063	795.9	10.27
1700	97	0.006	630.5	11.76
1800	96.7	0.0069	405.5	9.64
1900	95.9	0.0069	166.6	9.44
2000	94.1	0.0079	25.5	7.44
2100	91.8	0.009	-0.6	6.53
2200	89.3	0.0103	-0.5	7.9
2300	88.4	0.011	-0.4	8.75
0	85.8	0.0151	-0.2	6.76
100	84.1	0.0165	-0.1	4.5
200	82.6	0.0166	-0.1	4.68
300	80.5	0.017	0	6.02
400	79.2	0.0177	0.1	4.64
500	78.3	0.0184	0.3	5.65
600	77.9	0.0189	0.3	5.47
700	77.6	0.0194	0.7	4.03
800	77.4	0.0195	38.2	3.82
900	78.4	0.0199	191.9	5.4
1000	80.8	0.0197	376.7	4.55
1100	84.2	0.0186	481.1	5.37
1200	86.8	0.0161	548	4.78
1300	88.1	0.015	460.6	5.3
1400	90.3	0.0144	793	4.41
1500	92	0.0131	458.2	5.36
1600	90.8	0.014	226.6	7.72
1700	82.1	0.0178	94.8	4.88
1800	82	0.0174	70.9	6.13
1900	82.5	0.0194	64.8	6.27
2000	83.2	0.0199	12.8	6.72
2100	82.5	0.0194	-0.2	6.62
2200	81.5	0.0191	-0.2	5.65
2300	80.8	0.0194	-0.2	5.44
0	80.1	0.0196	-0.1	4.92
100	79.3	0.02	-0.1	4.79
200	78.1	0.0205	0	5.06
300	78.3	0.0205	0	3.86
400	77.8	0.0206	0	2.92
500	77.2	0.0204	0	3.94
600	77	0.0202	0	3.75
700	77	0.0203	0.3	3.81
800	77	0.0203	44.1	3.56
900	78.9	0.021	213.4	5.22
1000	82.5	0.0197	413.3	5.29
1100	85.1	0.017	472.3	6.63
1200	87.1	0.0156	407.4	6.33
1300	89.6	0.0142	689.5	5.65
1400	90.8	0.0133	479.2	6.96
1500	93.4	0.0114	784.2	6.83
1600	94.9	0.0098	788.1	7.21
1700	94.7	0.0101	468.4	8.55
1800	93.3	0.0119	226.4	9.68
1900	88.3	0.0147	96	10.23
2000	87.1	0.0153	30.6	7.15
2100	85.1	0.016	-0.5	6.17
2200	83.7	0.0162	-0.3	6.06
2300	82.2	0.0171	-0.3	5.46
0	81.2	0.0178	-0.2	4.72
100	80.4	0.0181	-0.1	4.71
200	79.7	0.0187	-0.1	6.56
300	78.8	0.0191	-0.1	2.92
400	78.5	0.0193	0	4.55
500	77.8	0.0195	-0.2	2.75
600	77.5	0.0197	0	3.05
700	76.7	0.02	0	3.1
800	76.9	0.0201	38.2	3.57
900	78.8	0.0203	203.9	4.03
1000	82.4	0.0196	306.9	6.07
1100	85.2	0.0176	502.1	6.91
1200	88.2	0.0146	610	7.2
1300	89.3	0.0142	381.6	5.82
1400	92.1	0.0124	724.2	6.21
1500	92.8	0.012	433.8	7.25
1600	94.5	0.0111	716.4	6.75
1700	95.2	0.0106	570	9.72
1800	92.6	0.0118	140.9	10.02
1900	91	0.0125	81.2	10.13
2000	88.4	0.0151	38.5	8.23
2100	85.7	0.017	-0.6	7.13
2200	84.4	0.0175	-0.5	5.34
2300	83.2	0.0184	-0.3	6.13
0	82.5	0.0184	-0.3	6.31
100	81.7	0.0189	-0.1	5.33
200	80.5	0.0193	-0.1	3.18
300	79.5	0.0196	-0.1	2.59
400	78.6	0.0201	0	3.14
500	78.3	0.0206	0	4.69
600	78.1	0.0209	0	5.39
700	77.7	0.0207	0.1	3.87
800	77.1	0.0203	28.4	3.61
900	78.5	0.0213	139.5	4.72
1000	82.3	0.0209	371.3	7.33
1100	85.4	0.0176	633.4	9.25
1200	88.8	0.0143	799.8	9.34
1300	91.6	0.012	897.4	8.11
1400	93.6	0.0107	862.3	8.4
1500	94.9	0.0098	876.9	7.76
1600	95.7	0.0091	637.3	6.79
1700	96.7	0.0077	629	6.9
1800	96.5	0.0076	370.3	6.37
1900	95.5	0.0084	139.5	6.04
2000	94	0.009	12.6	5.31
2100	90.6	0.0127	-0.7	5.09
2200	88.8	0.0125	-0.6	6.92
2300	87.3	0.0135	-0.5	8.72
0	85.6	0.0154	-0.5	8.13
100	84.2	0.0164	-0.3	7.63
200	83.1	0.0173	-0.3	8.1
300	81.6	0.0178	-0.2	6.95
400	80.9	0.018	-0.1	3.12
500	81.1	0.0182	-0.1	1.66
600	80.3	0.0184	-0.1	2.17
700	79.5	0.0188	-0.1	4.46
800	79.1	0.0178	15.5	5.62
900	78.9	0.0157	172.7	8.22
1000	80.1	0.0165	225.6	7.55
1100	82	0.0167	452.3	7.81
1200	85.6	0.0158	753	3.84
1300	89.1	0.0133	681.2	1.13
1400	91.1	0.0123	677.8	2.32
1500	91.4	0.0125	545.5	7.18
1600	89.4	0.0134	498.7	11.09
1700	87.6	0.0113	314.2	7.32
1800	89.6	0.01	430.9	5.9
1900	89.5	0.0108	107.5	7
2000	83	0.0116	7.9	4.9
2100	82.5	0.0114	-0.2	2.94
2200	82.9	0.0121	-0.1	1.48
2300	82	0.0136	-0.1	1.96
0	80.5	0.0153	-0.1	3.81
100	79.9	0.0158	-0.1	4.93
200	80.5	0.0165	-0.1	4.65
300	79.7	0.0168	0	4.38
400	78.2	0.0171	0	3.73
500	77.2	0.0178	0.1	4.42
600	76.1	0.0185	0.1	4.42
700	76	0.019	0.4	4.44
800	76.3	0.0191	39.7	4.19
900	78.6	0.019	230	3.17
1000	82.4	0.0192	285.4	1.07
1100	84.4	0.0181	367.4	2.4
1200	86.3	0.0165	421.1	4.03
1300	87.3	0.0158	666.6	7.72
1400	84.9	0.0163	528	7.34
1500	79.2	0.0185	136.6	8.38
1600	78.3	0.0174	154.1	6.44
1700	82.4	0.0161	545.1	10.57
1800	84.6	0.0155	430.4	11.28
1900	83.9	0.0155	95.3	9.17
2000	82.5	0.0159	7.7	6.68
2100	80.4	0.0162	-0.2	4.15
2200	79.2	0.0168	-0.1	4.04
2300	78.3	0.0171	-0.1	3.49
0	77.4	0.0174	0	1.25
100	76.7	0.0178	0.1	2
200	76.4	0.0183	0.1	2.76
300	76	0.0185	0.1	2.01
400	75.7	0.0186	0.1	3.22
500	75.3	0.0189	0.1	3.46
600	75.3	0.0188	0.1	3.89
700	74.6	0.0187	0.1	3.83
800	74.4	0.0185	25.5	4.18
900	75.5	0.0192	127.8	5.56
1000	77.2	0.0194	243.4	6.71
1100	80.4	0.0185	573.4	3.73
1200	85.2	0.0163	701.2	5.01
1300	88.2	0.0138	721.3	4.47
1400	90.1	0.012	834	5.37
1500	92.3	0.0111	880.8	5.41
1600	93.1	0.011	775.4	5.29
1700	93.4	0.0106	593.4	7.12
1800	91.6	0.012	161.4	9.43
1900	90.6	0.0118	104.3	6.34
2000	89.4	0.0129	15.3	6.87
2100	87.5	0.0137	-0.7	5.88
2200	86.4	0.0142	-0.6	6.17
2300	84.6	0.0155	-0.5	6.58
0	82.5	0.0167	-0.3	5.01
100	81.4	0.0172	-0.2	3.21
200	80.2	0.0177	-0.1	2.45
300	78.8	0.0184	-0.1	3.72
400	77.9	0.019	-0.1	3.29
500	77	0.0198	-0.1	3.56
600	76.7	0.02	0	3.95
700	76.7	0.0201	0.3	3.8
800	77.2	0.0203	28	4.58
900	78.3	0.02	165.8	2.95
1000	81.8	0.0191	342	4.5
1100	84.2	0.0181	478.2	5.61
1200	83.5	0.0182	211.7	8.63
1300	76.4	0.0182	34.3	10.84
1400	74	0.018	226.6	10.42
1500	74.7	0.0173	190.5	11.74
1600	75.2	0.0162	164.6	12.26
1700	76.4	0.0159	227.8	9.14
1800	75.3	0.0173	74.1	8.22
1900	76.1	0.0173	111	7.48
2000	76.7	0.0153	17.5	10.5
2100	72.3	0.0145	0.1	13
2200	67.2	0.0127	0.4	14.1
2300	65.4	0.0121	0.5	13.3
0	64.8	0.012	0.6	10.7
100	64.6	0.0118	0.6	9.4
200	64.5	0.0112	0.6	10.9
300	63.8	0.0108	0.6	11.6
400	62.9	0.0109	0.7	9.1
500	62.1	0.0107	0.7	10.5
600	62	0.0105	0.7	8.75
700	61.6	0.0103	0.9	8.32
800	61.3	0.01	18.2	11
900	60.9	0.0099	36.5	12.8
1000	61	0.0097	85.5	11.9
1100	60.9	0.0093	189	13
1200	62.4	0.009	330	10.2
1300	64.6	0.0087	564	10.8
1400	68.2	0.0083	937	10.6
1500	68.5	0.008	762	11.4
1600	68.5	0.008	692	11.2
1700	68.8	0.0079	615	10.9
1800	68.7	0.0079	418	9.96
1900	68.2	0.008	188	7.14
2000	67.2	0.0085	14	6.32
2100	65.7	0.0088	0.6	4.19
2200	64.6	0.0091	0.7	4.45
2300	63.7	0.0092	0.9	5.23
0	63	0.0091	0.9	5.07
100	62.3	0.0092	1	4.09
200	61.6	0.0094	1.1	3.55
300	60.7	0.0096	1.2	2.29
400	60.5	0.0095	1.2	0.35
500	59.5	0.0097	1.2	1.83
600	58.8	0.0096	1.1	2.64
700	57.6	0.0097	1.5	3.57
800	58	0.0097	37.5	3.87
900	60.8	0.0095	218	4.98
1000	64.5	0.0088	441	7.01
1100	67.7	0.0081	647	7.22
1200	70.6	0.0036	809	7.92
1300	73.7	0.007	913	9
1400	76.2	0.0067	943	8.51
1500	78.3	0.0062	908	9.8
1600	79.5	0.0062	803	9.04
1700	80.2	0.0061	635	9.18
1800	80.2	0.006	425	9.05
1900	78.9	0.0066	196	8.74
2000	75.9	0.0074	18.7	7.44
2100	72.9	0.0083	0.4	5.69
2200	70.2	0.0089	0.6	4.97
2300	68.4	0.0093	0.7	4.15
0	66.2	0.0097	0.7	7.02
100	64.1	0.0099	1	8.51
200	62.6	0.0098	1.1	8.88
300	61.6	0.0098	1.1	7.71
400	60.7	0.01	1.2	6.68
500	60.9	0.01	1.2	1.91
600	60.5	0.0099	1.4	0.02
700	59.4	0.0101	1.4	0.02
800	59	0.01	40.4	0.08
900	61.5	0.0101	218	0.86
1000	66.1	0.0094	441	1.88
1100	69.3	0.0091	651	1.62
1200	72.8	0.0083	818	1.54
1300	77	0.0074	923	4.17
1400	80.4	0.0064	955	5.22
1500	82.8	0.0052	916	6.21
1600	83.9	0.0044	811	5.73
1700	84.7	0.0047	638	5.98
1800	84.6	0.0045	425	5.26
1900	83.9	0.0048	192	5.08
2000	82.2	0.0052	17.5	2.53
2100	80.1	0.0061	-0.1	4.12
2200	78.2	0.007	0	4.13
2300	76.9	0.0073	0.1	4.39
0	76	0.0077	0.1	3.66
100	75.9	0.0078	0.3	2.15
200	75	0.0082	0.4	1.17
300	69.2	0.0093	0.6	4.07
400	69.2	0.0096	0.7	0.92
500	68.8	0.0097	0.9	1.36
600	67.7	0.0099	1	1.36
700	64.3	0.0102	1.2	0.09
800	62.9	0.0104	34.5	1.86
900	65	0.0108	211	3.71
1000	70.4	0.0112	434	2.93
1100	76	0.0106	643	1.98
1200	79.4	0.0093	806	2.86
1300	82	0.0073	917	3.48
1400	84.6	0.0067	954	3.61
1500	86.2	0.0056	899	4.29
1600	87.2	0.0043	798	3.13
1700	87.9	0.0037	632	4.26
1800	87.8	0.0038	413	5.44
1900	87.1	0.0042	181	6.78
2000	85.4	0.0037	14.3	4.77
2100	83	0.005	-0.2	3.92
2200	79.1	0.0064	0.1	2.22
2300	78.3	0.0068	0.4	1.52
0	76.7	0.0072	0.5	3.69
100	76.2	0.0075	0.5	3.97
200	72.5	0.0088	0.6	1.87
300	72.2	0.009	0.7	1.92
400	70.5	0.0094	0.9	1.56
500	69.3	0.0096	1	2.16
600	68.8	0.0098	1	2.64
700	68.3	0.0102	1	1.55
800	65.5	0.0107	31.6	1.95
900	67.5	0.011	201	4.25
1000	71.7	0.01	423	8.32
1100	76	0.009	632	7.53
1200	79.9	0.0078	799	6.3
1300	82.4	0.007	902	4.67
1400	84.2	0.0061	936	5.48
1500	86.1	0.0056	895	5.15
1600	86.9	0.0042	792	6.07
1700	87.2	0.0043	620	5.75
1800	86.9	0.0042	404	7.44
1900	85.9	0.0046	172	8.11
2000	83	0.0054	12.1	7.6
2100	79.6	0.007	0.1	8.3
2200	76.7	0.0077	0.4	9.85
2300	73.9	0.0081	0.4	8.25
0	71.8	0.0084	0.6	7.38
100	70	0.0086	0.7	5.4
200	68.6	0.0088	0.9	3.63
300	67.4	0.0092	1	2.91
400	66.6	0.0096	1.1	1.56
500	65.5	0.0097	1.1	0.55
600	64.6	0.0098	1.2	1.39
700	64	0.0099	1.4	2.38
800	63.5	0.01	30.9	2.51
900	64.8	0.0103	196	4.33
1000	69.6	0.0101	420	5.48
1100	75.5	0.009	630	5.41
1200	80	0.0068	794	6.94
1300	82.5	0.0059	900	6.43
1400	84.4	0.0051	931	6.22
1500	86	0.0049	880	5.98
1600	87.2	0.0044	769	6.12
1700	87.8	0.0042	603	5.04
1800	87.8	0.0043	385	7.5
1900	87	0.0043	153	6.83
2000	85	0.0045	8.9	5.63
2100	82.3	0.0052	0	4.1
2200	79.1	0.0064	0.1	3.49
2300	76.5	0.0072	0.4	4.09
0	74.5	0.008	0.5	4.8
100	73.1	0.0086	0.6	5.15
200	72.2	0.009	0.6	4.79
300	71.8	0.0093	0.7	4.01
400	71.6	0.0093	0.7	3
500	68.9	0.0098	0.7	1.53
600	67.2	0.01	1	0.78
700	66.7	0.0101	1.2	1.84
800	65.6	0.0101	28.9	2.35
900	67	0.0103	189	3.82
1000	72.5	0.01	408	4.93
1100	79	0.008	611	8.35
1200	83.1	0.0056	766	10.1
1300	84.8	0.0051	878	8.41
1400	86.6	0.0043	905	6.9
1500	87.9	0.0041	858	6.35
1600	88.6	0.0044	746	5.98
1700	89.4	0.0038	578	6.33
1800	89.2	0.0037	343	6.17
1900	88	0.0041	107	7.09
2000	85.6	0.0049	5.5	5.03
2100	83.4	0.0059	0	3.51
2200	80.5	0.0065	0.1	3.17
2300	77.4	0.007	0.3	5.17
0	76.2	0.0083	0.4	4.67
100	73.9	0.009	0.5	2.21
200	72.5	0.0093	0.7	2.48
300	71.2	0.0098	0.9	2.18
400	70.7	0.0101	0.9	2.26
500	69.8	0.0103	1	0.64
600	68.2	0.0104	1	1.63
700	67.5	0.0105	1.1	2.73
800	67	0.0107	25.8	3.43
900	69.7	0.0108	177	3.64
1000	73.7	0.0107	388	3.48
1100	78.4	0.0097	595	2.9
1200	82.6	0.0068	754	6.82
1300	84.7	0.0055	869	8.85
1400	85.6	0.0051	896	10
1500	86.6	0.0046	863	9.1
1600	87.6	0.0037	753	7.7
1700	87.7	0.0035	569	7.18
1800	87.5	0.0037	332	6
1900	86.5	0.0043	119	5.71
2000	84.4	0.0051	5.1	3.67
2100	82.1	0.006	0	4.24
2200	80.2	0.0065	0.1	4.83
2300	77.8	0.0071	0.3	4.97
0	76.2	0.0074	0.4	3.99
100	75	0.0074	0.6	1.58
200	73.4	0.0078	0.6	1.15
300	70.3	0.0086	0.9	2.69
400	68.8	0.0088	1	2.31
500	69	0.0086	1	1.61
600	67.7	0.009	1.1	2.81
700	66.9	0.0093	1.1	2.26
800	67.3	0.0093	23.6	1.35
900	68.8	0.0093	175	1.14
1000	74.6	0.0086	388	3.09
1100	78.7	0.0076	588	8.14
1200	82.2	0.0057	748	11.6
1300	83.7	0.0054	738	11.7
1400	84.7	0.0042	648	12.2
1500	84.4	0.0025	411	10.9
1600	85.3	0.0057	445	10.4
1700	85	0.0069	333	13.1
1800	84.2	0.0066	319	12.8
1900	84.2	0.0041	138	11.1
2000	82.1	0.0026	7.9	11.9
2100	78.1	0.0036	0.1	11.6
2200	75.5	0.0043	0.5	9.2
2300	73.7	0.0046	0.5	6.55
0	72	0.0048	0.7	5.48
100	70.8	0.0046	0.9	6.72
200	69.5	0.0045	1	6.13
300	67.7	0.0048	1	7.02
400	66.6	0.0049	1	8.92
500	65.8	0.0051	1.1	8.59
600	65	0.0054	1.2	9.53
700	65	0.0058	1.1	10.3
800	65.4	0.0064	20.1	10.4
900	66.2	0.0068	148	12.8
1000	67.5	0.0071	256	14.3
1100	68.8	0.0071	307	15.5
1200	70	0.0059	364	16.5
1300	71.3	0.0063	474	14.3
1400	71.5	0.0002	366	15.1
1500	71.6	0.0029	425	15.8
1600	72.4	0.003731	547	15.3
1700	73.2	0.003886	459	13.1
1800	71.5	0.0039	184	14.4
1900	69.8	0.0048	33.3	13.4
2000	68.4	0.0047	3.3	11.2
2100	67.5	0.0046	0.9	10.9
2200	66.7	0.0047	0.9	11.7
2300	65.9	0.005	0.9	9.78
0	65.6	0.0054	0.9	7.61
100	64.7	0.0057	0.9	8.22
200	64	0.006	1.1	9.23
300	62.5	0.006	1.2	9.45
400	61.3	0.0059	1.4	6.33
500	60.1	0.0061	1.5	6.86
600	58.6	0.0061	1.6	6.87
700	57.2	0.0058	1.7	6.22
800	55.9	0.0049	26	5.74
900	56.5	0.0037	186	7.3
1000	58.8	0.0032	404	10.5
1100	62	0.003	615	8.08
1200	65.7	0.0024	778	9.47
1300	68.5	0.0026	879	11.2
1400	70.6	0.0027	910	10.5
1500	72.1	0.0025	871	10.9
1600	73	0.0025	764	9.98
1700	74	0.0024	595	8.39
1800	73.9	0.0019	383	9.54
1900	73	0.0022	155	8.06
2000	70.2	0.0026	7.7	5.82
2100	67	0.003	1	5.78
2200	65.2	0.003	1.2	6.04
2300	63.6	0.0031	1.4	6.15
0	61.1	0.0035	1.5	7.11
100	58.9	0.0036	1.5	6.3
200	57.3	0.0038	1.7	5.73
300	56.1	0.0039	1.7	5.42
400	55.1	0.0039	2	5.68
500	54.2	0.0039	2.1	5.58
600	53.6	0.004	2.1	5.15
700	52.9	0.0041	2.2	4.33
800	53.1	0.0042	29.7	3.65
900	55.7	0.0041	206	4.83
1000	60.1	0.0041	432	5.84
1100	66.1	0.003	642	9.84
1200	69.4	0.0019	806	11.6
1300	71.5	0.0017	907	10.9
1400	74	0.0015	933	10.2
1500	76	0.0011	892	10.5
1600	77.6	0.0006	780	9.89
1700	78.1	0.0002	608	10.9
1800	78	0.0005	388	9.12
1900	76.9	0.0008	154	8.42
2000	73.7	0.0015	6.5	5.89
2100	70.6	0.002	0.6	6.53
2200	69	0.0022	0.9	7.14
2300	67.2	0.0025	1	8.15
0	65.2	0.003	1.1	7.14
100	64	0.0032	1.2	8.34
200	61.9	0.0037	1.2	6.07
300	60.2	0.004	1.5	4.66
400	59.3	0.0043	1.5	3.06
500	58.7	0.0046	1.5	5.37
600	57.6	0.005	1.5	5.41
700	57	0.0054	1.5	4.75
800	56.7	0.0057	23.6	4.83
900	59	0.0064	178	4.87
1000	64.9	0.0067	397	6.06
1100	70.3	0.0062	601	8.97
1200	73	0.0053	762	9.35
1300	75.7	0.0044	863	8.99
1400	78.2	0.0037	896	7.83
1500	79.7	0.0032	854	8.72
1600	81.1	0.0026	745	9.31
1700	81.6	0.0017	577	7.87
1800	81.4	0.0018	363	9.15
1900	80.4	0.0016	139	7.5
2000	77.5	0.002	5.1	5.04
2100	74.7	0.0025	0.5	5.3
2200	72.7	0.0026	0.6	6.54
2300	69.7	0.0033	0.7	3.89
0	67.1	0.0037	0.9	3.7
100	65.1	0.004	1.2	5.68
200	64.3	0.0043	1.2	5.17
300	63.3	0.0044	1.2	6.4
400	63.1	0.0046	1.2	6.08
500	62.4	0.0049	1.4	4.76
600	62	0.0051	1.4	3.02
700	60.5	0.0054	1.5	4.3
800	60	0.0054	24.3	6.82
900	62.1	0.0053	180	6.24
1000	66.7	0.005	392	7.2
1100	70.5	0.0047	596	7.45
1200	74.8	0.004	756	6.96
1300	77.9	0.0031	858	8.15
1400	80	0.0023	895	9.58
1500	81.9	0.0016	856	9.31
1600	82.8	0.001	743	9.93
1700	82.7	0.0013	568	9.99
1800	82.6	0.001	358	9.34
1900	81.4	0.0014	134	8.08
2000	78.5	0.0023	4.2	5.69
2100	75.5	0.003	0.4	5.66
2200	72.9	0.0035	0.6	3.91
2300	70.4	0.004	0.7	4.7
0	68.5	0.0043	0.9	5.41
100	66.4	0.0045	1.1	4.98
200	64.8	0.0047	1.1	4.46
300	63.3	0.005	1.2	4.07
400	62.2	0.0051	1.4	2.87
500	61.2	0.0052	1.4	1.58
600	60.6	0.0054	1.5	2.97
700	59.9	0.0057	1.5	1.81
800	59	0.0058	22.6	1.8
900	61	0.006	180	3.44
1000	65.8	0.0063	393	3.03
1100	71.4	0.0063	600	3.33
1200	75.7	0.0048	756	7.98
1300	77.9	0.0037	861	8.04
1400	80.2	0.0028	887	7.08
1500	81.5	0.0027	840	7.48
1600	83.1	0.0021	728	6.81
1700	83.3	0.0022	553	5.63
1800	83	0.0032	334	6.81
1900	81.2	0.0062	116	7.69
2000	77.6	0.0082	3.2	8.14
2100	74.8	0.009	0.4	5.46
2200	72.9	0.0094	0.5	4.07
2300	71.3	0.0099	0.6	4.02
0	70.1	0.0103	0.7	3
100	69.3	0.0105	0.9	2.3
200	68.3	0.0106	1	0.94
300	67	0.0108	1	0.42
400	65.6	0.011	1.1	0.73
500	65.2	0.0112	1.1	0.86
600	64.9	0.0113	1.1	1.84
700	63.8	0.0114	1.1	2.17
800	63.5	0.0115	18.9	2.39
900	64.8	0.0118	86.3	1.61
1000	67.2	0.0118	163	2.27
1100	69.8	0.0118	264	3.61
1200	73.9	0.0109	523	7.3
1300	76	0.01	491	8.68
1400	78.4	0.0089	692	7.69
1500	80.4	0.0045	688	6.93
1600	82.1	0.0021	679	6.7
1700	82.3	0.0063	356	8.26
1800	82.2	0.0063	288	7.25
1900	80.5	0.0073	78.7	6.83
2000	78	0.0085	2.2	4.94
2100	75.6	0.0093	0.4	5.27
2200	73.7	0.0101	0.5	5.85
2300	72	0.0106	0.6	5.61
0	71	0.011	0.6	5.98
100	69.9	0.0113	0.6	5.24
200	68.5	0.0117	0.9	3.96
300	67.3	0.0119	0.9	5.36
400	66	0.012	1	5.38
500	65.3	0.0122	1.1	4.41
600	64.8	0.0123	1.1	3.99
700	64.5	0.0125	1.1	4.2
800	65.2	0.0128	8.4	5.3
900	66.5	0.0128	58.2	4.79
1000	67.9	0.0124	233	5.47
1100	70.9	0.0109	368	5.92
1200	73.7	0.0095	510	5.68
1300	75.9	0.0088	632	6.45
1400	78.7	0.0079	767	5.22
1500	81.6	0.0074	780	5.88
1600	83.3	0.0069	718	6.28
1700	84.2	0.0061	532	7.58
1800	84.6	0.0055	338	7.6
1900	83.4	0.0057	116	5.6
2000	81.6	0.0063	2.3	2.83
2100	80.2	0.0066	0.4	0.57
2200	78.5	0.0071	0.5	0.18
2300	77.5	0.0072	0.6	0.27
0	75.2	0.0078	0.6	0.46
100	72.9	0.0079	0.7	1.37
200	72.4	0.0077	0.9	0.53
300	73	0.0075	0.9	0.31
400	72.3	0.0074	0.9	0.45
500	68.6	0.0085	1	5.16
600	66	0.0088	1	9.17
700	67.5	0.0087	1	8.84
800	68.5	0.0088	21.9	9.09
900	69.3	0.0088	177	7.85
1000	73.5	0.009	389	8.77
1100	78.1	0.0082	591	7.81
1200	82.3	0.0072	749	8.01
1300	84.7	0.0065	844	7.77
1400	87.4	0.0052	877	6.51
1500	90	0.0042	833	4.8
1600	92	0.0034	717	4.17
1700	93.2	0.0021	546	3.83
1800	93.6	0.0018	329	3.47
1900	92.7	0.002	106	2.6
2000	89.4	0.0035	1.7	3.49
2100	86.1	0.0048	-0.1	4.71
2200	84.1	0.005	0	5.83
2300	80.8	0.0074	0.1	10.1
0	77.9	0.0092	0.3	10.2
100	76.1	0.0093	0.4	8.54
200	74.1	0.0105	0.5	7.29
300	72.6	0.0122	0.6	6.5
400	71.8	0.0134	0.6	7.09
500	71.2	0.0143	0.7	7.19
600	70.7	0.0153	0.7	6.94
700	70.4	0.0161	0.7	4.97
800	70.5	0.0162	11.6	4.79
900	70.6	0.0163	82.6	5.01
1000	72.5	0.0163	350	4.8
1100	78.5	0.0118	586	8.21
